"","LIB","Sample","PInumber","ISnum","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion.Missing","Proportion.Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Latitude"
"1216","ISHN","PI534087","PI534087",NA,NA,"NG 152","Gates",NA,NA,0.09435235671,0.03149752285,1.184037,4,"Breeding",NA,"Nigeria",NA,NA,NA,NA,NA
"1217","SAMEA12302583","PI534096","PI534096",NA,NA,"SO 85","SAP",NA,NA,0.4391999185,0.01549690914,1.120696,10,"Breeding",NA,"Mali",NA,NA,NA,NA,NA
"1218","SAMEA12302739","PI534097","PI534097",NA,NA,"HC 6028","SAP",NA,NA,0.4473005914,0.01067243093,0.637315,16,"Breeding",NA,"Japan",NA,NA,NA,NA,NA
"1219","SAMEA12302609","PI534099","PI534099",NA,NA,"A 84","SAP",NA,NA,0.09090736405,0.01566414509,1.128821,5,"Breeding",NA,"Japan",NA,NA,NA,NA,NA
"1220","SAMEA12302687","PI534101","PI534101",NA,NA,"A-106","SAP",NA,NA,0.08549630387,0.01635491794,1.101875,9,"Breeding",NA,"Japan",NA,NA,NA,NA,NA
"1221","SAMEA12302623","PI534105","PI534105",NA,NA,"EC 21361 G30","SAP","keep",NA,0.3920007931,0.006939941457,0.617754,9,"Breeding",NA,"Uganda",NA,NA,NA,NA,NA
"1222","SAMEA12302617","PI534108","PI534108",NA,NA,"EC 21428 SB 63","SAP",NA,NA,0.08928601486,0.01324623717,1.004377,9,"Breeding",NA,"Uganda",NA,NA,NA,NA,NA
"1223","SAMEA12302642","PI534112","PI534112",NA,NA,"EC 21463 STR 5/1","SAP",NA,NA,0.08308183352,0.01703188153,0.934687,9,"Breeding","Caudatum","India",NA,NA,NA,NA,NA
"1224","SAMEA12302647","PI534114","PI534114",NA,NA,"Accho Karuho","SAP",NA,NA,0.09047302061,0.01507307535,1.093695,9,"Breeding",NA,"Pakistan",NA,NA,NA,NA,NA
"1225","SAMEA12302598","PI534117","PI534117",NA,NA,"Mashica","SAP",NA,NA,0.1664500126,0.01440065189,1.335696,1,"Breeding",NA,"Uganda",NA,NA,NA,NA,NA
"1226","INND","PI534120","PI534120",NA,NA,"Sumac No. 2, Baijo, Shoa, Ethiopia","BAP","keep",NA,0.1148892061,0.02022261985,1.486071,11,"Breeding",NA,"Ethiopia",NA,NA,NA,NA,NA
"1227","SAMEA12302477","PI534128","PI534128",NA,NA,"No. 65 Amelsie, Kimbolcha Ethiopia","SAP",NA,NA,0.1540361315,0.01882531695,1.149506,18,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1228","ISIF","PI534129","PI534129",NA,NA,"No. 53 Bahetio, Djib Wuku Ethiopia","Gates",NA,NA,0.1247017684,0.02355567254,1.196139,18,"Breeding",NA,"Ethiopia",NA,NA,NA,NA,NA
"1229","SAMEA12302492","PI534132","PI534132",NA,NA,"No. 59 Bekedjie, Kembolcha Ethiopia","SAP",NA,NA,0.1152606567,0.01963978982,1.07968,18,"Breeding","Durra","Ethiopia",NA,NA,NA,NA,NA
"1230","SAMEA12302831","PI534137","PI534137",NA,NA,"Budy","SAP",NA,NA,0.1286040654,0.01888769149,1.147377,19,"Breeding",NA,"Sudan",NA,NA,NA,NA,NA
"1231","SAMEA12302801","PI534139","PI534139",NA,NA,"Tuery 11","SAP",NA,NA,0.1846404701,0.01202508796,1.082383,1,"Breeding",NA,"Sudan",NA,NA,NA,NA,NA
"1232","SAMEA12302815","PI534144","PI534144",NA,NA,"Kabutuwa","SAP",NA,NA,0.1346365947,0.01710896675,1.099651,1,"Breeding",NA,"Uganda",NA,NA,NA,NA,NA
"1233","SAMEA12302567","PI534145","PI534145",NA,NA,"No. 902 Sorghum arundi","SAP",NA,NA,0.2157040819,0.01219089374,1.051082,4,"Breeding","Shattercane","Rhodesia",NA,NA,NA,NA,NA
"1234","ISIN","PI534147","PI534147",NA,NA,"R1, 3","Gates","keep",NA,0.1093766521,0.02017740853,1.325888,9,"Breeding","Durra-bicolor","Ethiopia",NA,NA,NA,NA,NA
"1235","ISJN","PI534163","PI534163",NA,NA,"Rexx","Gates","keep",NA,0.08658303598,0.01688705064,1.142547,9,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1236","INNE","PI534165_Kalati_Consa","PI534165",NA,NA,"Kalati Consa","BAP",NA,NA,0.09434578458,0.01515829084,1.096174,9,"Breeding",NA,"Sudan",NA,NA,NA,NA,NA
"1237","SAMEA12302500","PI534167","PI534167",NA,NA,"F.R. Miller","SAP",NA,NA,0.120177725,0.02045820925,1.168838,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1238","IFMK","PI535783","PI535783",NA,NA,"N98","BAP",NA,NA,0.09984142291,0.02188613869,1.141139,16,"Breeding",NA,"Nebraska",NA,NA,NA,NA,NA
"1239","IDYI","PI535785","PI535785",NA,NA,"N100","BAP",NA,NA,0.0995715493,0.01223409712,1.085677,16,"Breeding",NA,"Nebraska",NA,NA,NA,NA,NA
"1240","IEBU","PI535792","PI535792",NA,NA,"N107","BAP",NA,NA,0.1022835683,0.03990276542,0.720618,9,"Breeding",NA,"Nebraska",NA,NA,NA,NA,NA
"1241","IFMJ","PI535793","PI535793",NA,NA,"N108","BAP",NA,NA,0.0954989036,0.01428236026,1.154274,16,"Breeding",NA,"Nebraska",NA,NA,NA,NA,NA
"1242","IDXC","PI535794","PI535794",NA,NA,"N109","BAP",NA,NA,0.1155232926,0.01265056951,1.17757,16,"Breeding",NA,"Nebraska",NA,NA,NA,NA,NA
"1243","INNH","PI535795_N110","PI535795",NA,NA,"N110","BAP",NA,NA,0.116826628,0.01870919615,1.293868,15,"Breeding",NA,"Nebraska",NA,NA,NA,NA,NA
"1244","IDYK","PI535796","PI535796",NA,NA,"N111","BAP",NA,NA,0.106421464,0.01221870562,1.169853,16,"Breeding",NA,"Nebraska",NA,NA,NA,NA,NA
"1245","IDWR","PI540518","PI540518",NA,NA,"SEGAOLANE","BAP",NA,NA,0.1205447942,0.008844774222,1.065465,16,"Cultivar",NA,"Botswana",NA,NA,NA,NA,NA
"1246","SAMEA12302841","PI540816","PI540816",NA,NA,"Tx2882","SAP",NA,NA,0.1641140474,0.01217974694,0.92924,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1247","SAMEA12302675","PI542406","PI542406",NA,NA,"R LINE AR2002","SAP",NA,NA,0.1146706617,0.01899154828,1.120565,5,"Breeding",NA,"Arkansas",NA,NA,NA,NA,NA
"1248","IFGP","PI542718","PI542718",NA,NA,"SAN CHI SAN","BAP","keep",NA,0.1211982366,0.02013006569,1.223198,15,"Breeding",NA,"Shaanxi Sheng",NA,NA,NA,NA,NA
"1249","SAMEA12302620","PI548797","PI548797",NA,NA,"Tx2891","SAP",NA,NA,0.1013562591,0.01737869729,1.010156,5,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1250","IDXE","PI550604;3882-JG-0008","PI550604",NA,NA,"ZERNOGRAPSKOE 100","BAP",NA,NA,0.1354107482,0.01090263804,1.021239,8,"Breeding","Caudatum","Soviet Union",NA,NA,NA,NA,NA
"1251","INNI","PI552851_7035S","PI552851",NA,NA,"7035S","BAP",NA,NA,0.1272908025,0.02068936372,1.193953,2,"Breeding",NA,"Nebraska",NA,NA,NA,NA,NA
"1252","SAMEA12302750","PI552861","PI552861",NA,NA,"A/BTx631","SAP",NA,NA,0.09095847144,0.006723387723,0.958858,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1253","SAMEA12302832","PI561071","PI561071",NA,NA,"RTx436","SAP","keep",NA,0.1230072106,0.01503304831,1.011063,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1254","INNJ","PI561072_BTxARG-1","PI561072",NA,NA,"A/BTxARG-1","BAP","unresolved",NA,0.09359769781,0.007015863762,0.930486,14,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1255","SAMEA12302746","PI561072","PI561072",NA,NA,"A/BTxARG-1","SAP","unresolved",NA,0.09322050701,0.014501339,1.194888,16,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1256","ISME","PI561840","PI561840",NA,NA,"IAP4R(S1)C3","BAP",NA,NA,0.06620896487,0.02969355173,0.937577,8,"Breeding",NA,"Iowa",NA,NA,NA,NA,NA
"1257","IDWQ","PI562717","PI562717",NA,NA,"PERENNIAL SWEET SUDAN","BAP",NA,NA,0.2604465865,0.06735885894,1.224028,12,"Cultivar","Bicolor","Texas,United States",NA,NA,NA,NA,NA
"1258","SAMEA12302511","PI562730","PI562730",NA,NA,"GRAIN GRASS 3A","SAP",NA,NA,0.1325658167,0.02498556144,1.535121,11,"Cultivar","Bicolor","Texas,United States",NA,NA,NA,NA,NA
"1259","INNK","PI562732_LGV88-1_DWARF","PI562732",NA,NA,"LGV 88-1 (DWARF)","BAP",NA,NA,0.1213833102,0.01896384437,1.138944,18,"Cultivar","Durra-caudatum","Mexico",NA,NA,NA,NA,NA
"1260","IFLJ","PI562897","PI562897",NA,NA,"FARAKO-BA","BAP",NA,NA,0.09251005059,0.04464953557,0.804128,17,"Cultivar","Guinea","Burkina Faso",NA,NA,NA,NA,NA
"1261","IXNE","PI562973","PI562973",NA,NA,"JAN DAWA","Gates",NA,NA,0.1200782001,0.02450355874,1.317401,4,"Cultivar","Guinea","Nigeria",NA,NA,NA,NA,NA
"1262","ISMR","PI562981","PI562981",NA,NA,"EKA OR OKA BABA","BAP",NA,NA,0.1227825933,0.02056672486,1.292129,4,"Cultivar","Guinea","Nigeria",NA,NA,NA,NA,NA
"1263","SRR8474664","SRR8474664","PI563006",NA,NA,"GAGAYA'","TERRA_new",NA,NA,0.3100277097,0.01462406629,0.908045,4,"Cultivar","Guinea","Nigeria",NA,NA,NA,NA,NA
"1264","IEBN","PI563021","PI563021",NA,NA,"TAPASOHIRA","BAP",NA,NA,0.1612751611,0.01659339468,1.217796,4,"Cultivar","Guinea","Nigeria",NA,NA,NA,NA,NA
"1265","IDYM","PI563032;3882-JG-00012","PI563032",NA,NA,"COLLIER 706C","BAP",NA,NA,0.1349296511,0.01687588272,1.239544,15,"Cultivar","Bicolor","Japan",NA,NA,NA,NA,NA
"1266","ISJX","PI563137","PI563137",NA,NA,"FRAMIDA","Gates",NA,NA,0.1007525375,0.0204468939,1.091996,5,"Cultivar","Caudatum","South Africa",NA,NA,NA,NA,NA
"1267","IQTN","PI563139","PI563139","IS8762",NA,"IS8762","Gates",NA,NA,0.1146082125,0.02029193382,1.233149,15,"Landrace,Cultivated",NA,"South Africa",NA,NA,NA,NA,NA
"1268","IEDF","RIO","PI563295","IS9606",NA,"RIO","JGI_Ref",NA,NA,0.2103442123,0.008549434939,0.889889,9,"Breeding","Durra-caudatum","United States,Maryland",NA,NA,NA,NA,NA
"1269","IPDD","PI563301","PI563301",NA,NA,"SHAMSHAN","Gates",NA,NA,0.134680409,0.01906489918,1.11137,18,"Cultivar","Durra","Sudan",NA,NA,NA,NA,NA
"1270","IPDE","PI563310","PI563310",NA,NA,"BOLICHINGAN","Gates",NA,NA,0.111778616,0.01758652082,1.081861,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1271","ISLF","PI563355","PI563355",NA,NA,"BOLOUNGOU","BAP",NA,NA,0.1104040132,0.01890491929,1.190463,17,"Cultivar","Guinea-caudatum","Burkina Faso",NA,NA,NA,NA,NA
"1272","IPDF","PI563446","PI563446",NA,NA,"FEROZEPUR 13595","Gates",NA,NA,0.1172048725,0.01982760229,1.215583,17,"Cultivar",NA,"India",NA,NA,NA,NA,NA
"1273","JHGR","PI563493","PI563493","IS12447",NA,"IS12447","Gates","keep",NA,0.0844699134,0.01475270745,1.231504,8,"Landrace,Cultivated","Kafir-durra","Sudan",NA,NA,NA,NA,NA
"1274","SRR8474670","SRR8474670","PI563509","IS12685",NA,"PI 563509; SA 2386","TERRA_new",NA,NA,0.4365465218,0.01638643549,0.966242,11,"Landrace,Cultivated","Durra,Durra-bicolor","Ethiopia",NA,NA,NA,NA,NA
"1275","IPDH","PI563922","PI563922",NA,NA,"HONG MILIANG (RED)","Gates",NA,NA,0.1202792465,0.01956276114,1.23444,15,"Cultivar",NA,"China",NA,NA,NA,NA,NA
"1276","IQTP","PI563949","PI563949",NA,NA,"15","Gates",NA,NA,0.1172306065,0.0191859705,1.222669,15,"Cultivar",NA,"China",NA,NA,NA,NA,NA
"1277","ISGG","PI564163","PI564163",NA,NA,"BTx623","Gates","keep",NA,0.004476485542,0.0004179956282,0.94705,14,"Cultivar",NA,"United States",NA,NA,NA,NA,NA
"1278","IWNU","BTX623","PI564163",NA,NA,"BTx623","GatesRef","keep",NA,0.005636148977,0.0003688150826,0.946499,14,"Cultivar",NA,"United States",NA,NA,NA,NA,NA
"1279","SAMEA12302560","PI564164","PI564164",NA,NA,"RTX433","SAP",NA,NA,0.09878683049,0.01485386862,1.145191,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1280","SAMEA12302553","PI564165","PI564165",NA,NA,"RTX434","SAP",NA,NA,0.09223227377,0.01618564323,1.168146,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1281","ISGP","PI565121","PI565121",NA,NA,"MACIA","GatesRef","keep",NA,0.06975825209,0.01169805415,1.010681,14,"Cultivar","Caudatum","Zimbabwe",NA,NA,NA,NA,NA
"1282","IFDY","PI566819","PI566819",NA,NA,"DELLA","BAP","keep",NA,0.07491746352,0.01268317685,1.153238,16,"Cultivar",NA,"Virginia",NA,NA,NA,NA,NA
"1283","IZNA","B-35","PI568429",NA,NA,"SU 2790","Gates",NA,NA,0.1079032176,0.01921185301,1.195853,18,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1284","JHGN","PI568989","PI568989",NA,NA,"HEGARI MACKWAR","Gates","keep",NA,0.1173382842,0.02314807208,1.196343,2,"Cultivar","Durra","Sudan",NA,NA,NA,NA,NA
"1285","IFIX","PI569416","PI569416",NA,NA,"DALA","BAP",NA,NA,0.1172991841,0.020172653,1.155223,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1286","IFDQ","PI569425","PI569425",NA,NA,"AKEE (KEJ)","BAP",NA,NA,0.1177380476,0.02009518306,1.068452,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1287","IFFY","PI569427","PI569427",NA,NA,"MABORE","BAP",NA,NA,0.12445627,0.02166715912,1.24056,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1288","IFDT","PI569433","PI569433",NA,NA,"CHEKOO","BAP",NA,NA,0.1204480423,0.02234876942,1.184458,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1289","IFDS","PI569443","PI569443",NA,NA,"BELL","BAP",NA,NA,0.1158068928,0.02198150081,1.135182,19,"Cultivar","Kafir-caudatum","Sudan",NA,NA,NA,NA,NA
"1290","IFGC","PI569457","PI569457",NA,NA,"MOBIOR","BAP",NA,NA,0.1196603841,0.02136207553,1.169562,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1291","IFFS","PI569465","PI569465",NA,NA,"KECH","BAP",NA,NA,0.113152997,0.01792715009,1.124977,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1292","IPDU","PI569951","PI569951","IS22506",NA,"IS22506","Gates",NA,NA,0.105178193,0.01600677566,1.025704,19,"Landrace,Cultivated","Caudatum","Sudan",NA,NA,NA,NA,NA
"1293","IFKC","PI570031","PI570031","IS22809",NA,"IS22809","BAP",NA,NA,0.102896746,0.01670806089,1.154654,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1294","IFKD","PI570038","PI570038","IS22816",NA,"IS22816","BAP",NA,NA,0.1173255281,0.01967087387,1.126863,19,"Landrace,Cultivated","Kafir-caudatum","Sudan",NA,NA,NA,NA,NA
"1295","IFKE","PI570039","PI570039","IS22817",NA,"IS22817","BAP",NA,NA,0.1115479257,0.0195132402,1.242538,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1296","IFKF","PI570042","PI570042","IS22820",NA,"IS22820","BAP",NA,NA,0.1105934127,0.01867544784,1.146372,19,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1297","IFKG","PI570053","PI570053","IS22831",NA,"IS22831","BAP",NA,NA,0.1102549892,0.01758663696,1.163604,14,"Landrace,Cultivated","Caudatum","Sudan",NA,NA,NA,NA,NA
"1298","IFKH","PI570071","PI570071","IS22849",NA,"IS22849","JGI_Ref",NA,NA,0.1210121092,0.02043122183,1.292809,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1299","ISLL","PI570073","PI570073","IS22851",NA,"IS22851","BAP",NA,NA,0.106320608,0.01996992422,1.107042,19,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1300","IDUY","PI570074","PI570074","IS22852",NA,"IS22852","BAP",NA,NA,0.1399555895,0.01353676997,1.072184,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1301","IDMK","IS_22853","PI570075","IS22853",NA,"IS22853","BAP","unresolved",NA,0.1001064437,0.01325408487,1.031698,5,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1302","IFLP","PI570075","PI570075","IS22853",NA,"IS22853","BAP","unresolved",NA,0.137627999,0.01740758821,1.224181,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1303","ISLS","PI570076","PI570076","IS22854",NA,"IS22854","BAP",NA,NA,0.1123304815,0.02116606034,1.145888,19,"Landrace,Cultivated","Guinea","Sudan",NA,NA,NA,NA,NA
"1304","ISLZ","PI570085","PI570085","IS22863",NA,"IS22863","BAP",NA,NA,0.1086111783,0.01871206485,1.191884,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1305","ISMF","PI570087","PI570087","IS22865",NA,"IS22865","BAP",NA,NA,0.09379297627,0.03435607291,0.951739,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1306","ISML","PI570090","PI570090","IS22868",NA,"IS22868","BAP",NA,NA,0.1183048598,0.02172287895,1.386337,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1307","IDWA","PI570091","PI570091","IS22869",NA,"IS22869","BAP",NA,NA,0.1831949048,0.02478808914,0.812096,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1308","ISMS","PI570096","PI570096","IS22874",NA,"IS22874","BAP",NA,NA,0.1193439232,0.02060783828,1.265425,1,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1309","ISMZ","PI570106","PI570106","IS22884",NA,"IS22884","BAP",NA,NA,0.1126004937,0.01969410017,1.160928,19,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1310","IDML","IS_22888","PI570110","IS22888",NA,"IS22888","BAP","unresolved",NA,0.1332320429,0.01897702199,1.160448,2,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1311","ISNE","PI570110","PI570110","IS22888",NA,"IS22888","BAP","unresolved",NA,0.1092093815,0.01915055494,1.152648,19,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1312","ISKM","PI570114","PI570114","IS22892",NA,"IS22892","BAP",NA,NA,0.1160616256,0.02044485584,1.245959,1,"Landrace,Cultivated","Guinea","Sudan",NA,NA,NA,NA,NA
"1313","IDWB","PI570371","PI570371","IS25045",NA,"IS25045","BAP",NA,NA,0.1723915303,0.01337525798,1.047086,19,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1314","IFLT","PI570373","PI570373",NA,NA,"ODAKA","BAP",NA,NA,0.12368073,0.01984026953,1.258292,1,"Cultivar","Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1315","IPEC","PI570377","PI570377",NA,NA,"ABALE","Gates",NA,NA,0.1009247719,0.01577424159,1.023088,5,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1316","IFMH","PI570388","PI570388",NA,NA,"BAHONGER-UKILIR","BAP",NA,NA,0.1237836103,0.0195295682,1.163764,19,"Cultivar","Guinea","Sudan",NA,NA,NA,NA,NA
"1317","IFKI","PI570431","PI570431","IS27035",NA,"IS27035","BAP",NA,NA,0.1271888928,0.02391064576,1.133743,18,"Landrace,Cultivated","Durra","Sudan",NA,NA,NA,NA,NA
"1318","JHII","IS2095","PI570477","IS2095",NA,NA,"Gates",NA,NA,0.1097336551,0.01976823332,1.246123,15,"Landrace,Cultivated","Caudatum","India,Sudan",NA,NA,NA,NA,NA
"1319","ISHG","PI570774","PI570774",NA,NA,"HEK.","Gates",NA,NA,0.1069074972,0.01879411102,1.051691,19,NA,"Caudatum","Sudan",NA,NA,NA,NA,NA
"1320","IPED","PI570939","PI570939",NA,NA,"WHITE AKAR AHMR","Gates",NA,NA,0.1081509346,0.01815678298,1.091238,5,NA,"Caudatum","Sudan",NA,NA,NA,NA,NA
"1321","IPEF","PI570957","PI570957",NA,NA,"FETERITA KADUGLI","Gates",NA,NA,0.1028908117,0.01573765416,1.066918,5,NA,"Caudatum","Sudan",NA,NA,NA,NA,NA
"1322","IPEG","PI571011","PI571011",NA,NA,"SUFRA","Gates",NA,NA,0.1275030798,0.0214237529,1.198099,2,NA,"Durra","Sudan",NA,NA,NA,NA,NA
"1323","IPEH","PI571016","PI571016",NA,NA,"MALIRON","Gates",NA,NA,0.1082516796,0.01682042698,1.047452,19,NA,"Caudatum","Sudan",NA,NA,NA,NA,NA
"1324","IPEI","PI571031","PI571031",NA,NA,"KORGI","Gates",NA,NA,0.1060562528,0.01611769979,1.072465,1,NA,"Guinea-caudatum","Sudan",NA,NA,NA,NA,NA
"1325","IZKL","PI571157","PI571157",NA,NA,"BHANA 2","Gates",NA,NA,0.09689158676,0.01678524885,1.037703,5,NA,"Caudatum","Sudan",NA,NA,NA,NA,NA
"1326","ISLG","PI573193","PI573193",NA,NA,"A/7","BAP",NA,NA,0.09894597606,0.01682358051,1.124498,1,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,NA
"1327","IPEN","PI576125","PI576125",NA,NA,"ICSV 730","Gates",NA,NA,0.1072645001,0.01805177953,1.179859,14,"Breeding","Kafir-durra","Andhra Pradesh",NA,NA,NA,NA,NA
"1328","IPEP","PI576130","PI576130",NA,NA,"ICSV 745","Gates","keep",NA,0.08674592517,0.01390771828,1.213275,14,"Breeding","Kafir","Andhra Pradesh",NA,NA,NA,NA,NA
"1329","ISHP","PI576330","PI576330","IS1044C",NA,"IS1044C","Gates",NA,NA,0.06701298413,0.04782963451,0.874845,9,"Breeding",NA,"India",NA,NA,NA,NA,NA
"1330","SAMEA12302725","PI576332","PI576332",NA,NA,"SAP-287","SAP",NA,NA,0.1554778977,0.009931574837,1.157402,16,"Breeding",NA,"China",NA,NA,NA,NA,NA
"1331","SAMEA12302782","PI576337","PI576337",NA,NA,"SAP-280","SAP","keep",NA,0.1957737271,0.02174983229,0.762981,8,"Breeding",NA,"Uganda",NA,NA,NA,NA,NA
"1332","SAMEA12302717","PI576339","PI576339",NA,NA,"SAP-312","SAP",NA,NA,0.09732612432,0.01156455643,1.138152,16,"Breeding",NA,"Zimbabwe",NA,NA,NA,NA,NA
"1333","SAMEA12302701","PI576340","PI576340",NA,NA,"Nkuli Swaziland","SAP",NA,NA,0.1588676511,0.008471616127,1.027972,16,"Breeding",NA,"South Africa",NA,NA,NA,NA,NA
"1334","ISHY","PI576344","PI576344","IS2990C",NA,"IS2990C","Gates",NA,NA,0.1120420284,0.02337379779,1.523542,1,"Breeding",NA,"Ethiopia",NA,NA,NA,NA,NA
"1335","SAMEA12302733","PI576345","PI576345",NA,NA,"SAP-294","SAP",NA,NA,0.1252397964,0.008632775286,0.977663,16,"Breeding",NA,"South Africa",NA,NA,NA,NA,NA
"1336","SAMEA12302811","PI576347","PI576347",NA,NA,"SAP-342","SAP",NA,NA,0.1126029063,0.0366525248,1.185866,19,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1337","SAMEA12302796","PI576348","PI576348",NA,NA,"SAP-341","SAP",NA,NA,0.2082873549,0.02062923747,1.049857,3,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1338","ISIG","PI576349","PI576349",NA,NA,"SAP-343","Gates","keep",NA,0.1383457208,0.03076640858,1.579876,3,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1339","SAMEA12302800","PI576350","PI576350",NA,NA,"SAP-417","SAP",NA,NA,0.0952285863,0.04878767617,0.931491,9,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1340","SAMEA12302702","PI576352","PI576352",NA,NA,"Marupantse","SAP",NA,NA,0.1356400521,0.008966869228,1.052408,16,"Breeding",NA,"Botswana",NA,NA,NA,NA,NA
"1341","SAMEA12302517","PI576359","PI576359",NA,NA,"Butivori","SAP",NA,NA,0.1081765853,0.01506181497,1.207937,2,"Breeding",NA,"India",NA,NA,NA,NA,NA
"1342","SAMEA12302723","PI576364","PI576364",NA,NA,"Chari Uri","SAP",NA,NA,0.1449960033,0.009421852737,1.088744,16,"Breeding",NA,"India",NA,NA,NA,NA,NA
"1343","SAMEA12302764","PI576373","PI576373",NA,NA,"SAP-325","SAP",NA,NA,0.2347759268,0.01005472224,0.870659,9,"Breeding",NA,"Japan",NA,NA,NA,NA,NA
"1344","SAMEA12302473","PI576376","PI576376",NA,NA,"SAP-125","SAP",NA,NA,0.1299103125,0.02341041746,1.236948,18,"Breeding",NA,"Ethiopia",NA,NA,NA,NA,NA
"1345","SAMEA12302540","PI576380","PI576380",NA,NA,"Mashica","SAP",NA,NA,0.089753219,0.01453414433,1.083058,14,"Breeding",NA,"Ethiopia",NA,NA,NA,NA,NA
"1346","ISIP","PI576383","PI576383",NA,NA,"Uwarete","Gates",NA,NA,0.1190830065,0.0194812018,1.289355,4,"Breeding",NA,"Nigeria",NA,NA,NA,NA,NA
"1347","SAMEA12302628","PI576386","PI576386",NA,NA,"SAP-347","SAP",NA,NA,0.09880036299,0.01435369862,1.001587,9,"Breeding",NA,"Uganda",NA,NA,NA,NA,NA
"1348","SAMEA12302640","PI576387","PI576387",NA,NA,"Awanlek","SAP",NA,NA,0.09220959019,0.01555752246,1.011545,9,"Breeding",NA,"Sudan",NA,NA,NA,NA,NA
"1349","SAMEA12302465","PI576391","PI576391",NA,NA,"K.1 Irungu cholam","SAP",NA,NA,0.1737042385,0.01651920374,1.19103,2,"Breeding",NA,"India",NA,NA,NA,NA,NA
"1350","SAMEA12302732","PI576394","PI576394",NA,NA,"Lambas","SAP",NA,NA,0.1702701994,0.01090907049,1.003431,16,"Breeding",NA,"Sudan",NA,NA,NA,NA,NA
"1351","SAMEA12302641","PI576396","PI576396",NA,NA,"SAP-225","SAP",NA,NA,0.0941592967,0.01611764421,0.99891,9,"Breeding",NA,"Uganda",NA,NA,NA,NA,NA
"1352","ISJG","PI576397","PI576397",NA,NA,"Local Nature type 48/52","Gates",NA,NA,0.08685742967,0.01538227656,1.148475,16,"Breeding",NA,"Zimbabwe",NA,NA,NA,NA,NA
"1353","ISJP","PI576407","PI576407",NA,NA,"Safed Bedra Khamari","Gates",NA,NA,0.1179339361,0.02425897806,1.25979,2,"Breeding",NA,"India",NA,NA,NA,NA,NA
"1354","SAMEA12302703","PI576422","PI576422",NA,NA,"SAP-141","SAP",NA,NA,0.1535063395,0.008474667053,1.022284,16,"Breeding",NA,"South Africa",NA,NA,NA,NA,NA
